Station Name,Travel Time
Bydgoszcz Główna_i,0
Bydgoszcz Główna_o,4
Bydgoszcz Leśna_i,1
Bydgoszcz Leśna_o,3
Bydgoszcz Wschód_i,1
Bydgoszcz Wschód_o,8
Solec Kujawski_i,1
Solec Kujawski_o,17
Toruń Główny_i,2
Toruń Główny_o,11
Aleksandrów Kujawski_i,1
Aleksandrów Kujawski_o,19
Włocławek_i,1
Włocławek_o,33
Kutno_i,1
Kutno_o,20
Łowicz Główny_i,1
Łowicz Główny_o,13
Sochaczew_i,1
Sochaczew_o,31
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,0
Warszawa Centralna_o,1438
