Station Name,Travel Time
Bydgoszcz Główna_i,0
Bydgoszcz Główna_o,4
Bydgoszcz Leśna_i,1
Bydgoszcz Leśna_o,3
Bydgoszcz Wschód_i,1
Bydgoszcz Wschód_o,8
Solec Kujawski_i,1
Solec Kujawski_o,17
Toruń Główny_i,2
Toruń Główny_o,11
Aleksandrów Kujawski_i,1
Aleksandrów Kujawski_o,19
Włocławek_i,1
Włocławek_o,33
Kutno_i,1
Kutno_o,9
Żychlin_i,0
Żychlin_o,12
Łowicz Główny_i,1
Łowicz Główny_o,13
Sochaczew_i,1
Sochaczew_o,30
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,5
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,18
Otwock_i,1
Otwock_o,13
Pilawa_i,1
Pilawa_o,23
Dęblin_i,1
Dęblin_o,11
Puławy Miasto_i,1
Puławy Miasto_o,10
Nałęczów_i,1
Nałęczów_o,11
Lublin Zachodni_i,1
Lublin Zachodni_o,4
Lublin Główny_i,10
Lublin Główny_o,34
Kraśnik_i,1
Kraśnik_o,22
Zaklików_i,0
Zaklików_o,15
Stalowa Wola Charzewice_i,1
Stalowa Wola Charzewice_o,24
Tarnobrzeg_i,1
Tarnobrzeg_o,13
Nowa Dęba_i,1
Nowa Dęba_o,13
Kolbuszowa_i,1
Kolbuszowa_o,16
Rzeszów Zachodni_i,1
Rzeszów Zachodni_o,3
Rzeszów Główny_i,0
Rzeszów Główny_o,425
